[3907.10] Log: [[Game]] CLIENT: RegionChange to Unknown, seed=0, clearingAllInterest=0
[3907.10] Log: [[Game]] CLIENT: RegionChange to Regions/StoryRevamp/CH03Madripoor/CH0301MadripoorRegion.prototype, seed=1488502313, clearingAllInterest=0
[3907.14] Error: [VerifyFail] Verify failed: settings.generateAreas == false
        File:D:\mirrorBuilds_source05\MarvelGame_v52\Source\Game\Game/Region/Region.cpp Line:344

[3907.14] Log: [[Game]] Navi Fast Triangle Lookup: 18x61 = 1098 sectors
[3907.34] Log: [[Game]] CellSetRegistry::LoadCellSet(Madripoor/Madripoor_Cove_A/)
[3908.63] Log: [[Game]] CellSetRegistry::LoadCellSet(Madripoor/Madripoor_Cove_B/)
[3908.64] Log: [[Game]] CellSetRegistry::LoadCellSet(Madripoor/Bamboo_Forest_Wide/)
[3908.64] Log: [[Game]] CellSetRegistry::LoadCellSet(Madripoor/Madripoor_Shore_A/)
[3908.64] Log: [[Game]] CellSetRegistry::LoadCellSet(Madripoor/Madripoor_Lower_A/)
[3908.65] Log: [[Game]] CellSetRegistry::LoadCellSet(Madripoor/Madripoor_Lower_B/)
[3908.65] Log: [[Game]] CellSetRegistry::LoadCellSet(Madripoor/Madripoor_Lower_A/)
[3908.65] Log: [[Game]] CellSetRegistry::LoadCellSet(Madripoor/Madripoor_Lower_B/)
[3908.65] Log: [[Game]] CellSetRegistry::LoadCellSet(Madripoor/Madripoor_Lower_A/)
[3908.65] Log: [[Game]] CellSetRegistry::LoadCellSet(Madripoor/Madripoor_Lower_B/)
[3908.65] Log: [[Game]] Adding cell Resource/Cells/Madripoor/Madripoor_Trans/LowTown_To_High_S_Inter_A.cell, cellid=1, cellpos=(9216.00, 57600.00, 8.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH03Madripoor/CH0301MadripoorRegion.prototype, ID=0x40065ad83280003 (288342172055896067), DIFF=Tier1Normal, SEED=1488502313, GAMEID=clientGameId=0x1
[3908.66] Log: [[Game]] Adding cell Resource/Cells/Madripoor/Madripoor_Trans/LowTown_To_High_NS_Exit_A.cell, cellid=2, cellpos=(6912.00, 57600.00, 8.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH03Madripoor/CH0301MadripoorRegion.prototype, ID=0x40065ad83280003 (288342172055896067), DIFF=Tier1Normal, SEED=1488502313, GAMEID=clientGameId=0x1
[3908.66] Log: [[Game]] Adding cell Resource/Cells/Madripoor/Madripoor_Lower_A/Madripoor_Lower_A_ES_A.cell, cellid=5, cellpos=(4608.00, 55296.00, 8.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH03Madripoor/CH0301MadripoorRegion.prototype, ID=0x40065ad83280003 (288342172055896067), DIFF=Tier1Normal, SEED=1488502313, GAMEID=clientGameId=0x1
[3908.66] Log: [[Game]] Adding cell Resource/Cells/Madripoor/Madripoor_Lower_A/Madripoor_Lower_A_NES_A.cell, cellid=4, cellpos=(2304.00, 55296.00, 8.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH03Madripoor/CH0301MadripoorRegion.prototype, ID=0x40065ad83280003 (288342172055896067), DIFF=Tier1Normal, SEED=1488502313, GAMEID=clientGameId=0x1
[3908.66] Log: [[Game]] Adding cell Resource/Cells/Madripoor/Madripoor_Trans/LowTown_SCForgottenEntry_A.cell, cellid=7, cellpos=(2304.00, 57600.00, 8.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH03Madripoor/CH0301MadripoorRegion.prototype, ID=0x40065ad83280003 (288342172055896067), DIFF=Tier1Normal, SEED=1488502313, GAMEID=clientGameId=0x1
[3908.66] Log: [[Game]] Adding cell Resource/Cells/Madripoor/Madripoor_Lower_B/Madripoor_Lower_B_E_A.cell, cellid=6, cellpos=(0.00, 57600.00, 8.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH03Madripoor/CH0301MadripoorRegion.prototype, ID=0x40065ad83280003 (288342172055896067), DIFF=Tier1Normal, SEED=1488502313, GAMEID=clientGameId=0x1
[3908.66] Log: [[Game]] Adding cell Resource/Cells/Madripoor/Madripoor_Lower_A/Madripoor_Lower_A_NW_A.cell, cellid=8, cellpos=(4608.00, 57600.00, 8.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH03Madripoor/CH0301MadripoorRegion.prototype, ID=0x40065ad83280003 (288342172055896067), DIFF=Tier1Normal, SEED=1488502313, GAMEID=clientGameId=0x1
[3908.66] Log: [[Game]] Adding cell Resource/Cells/Madripoor/Madripoor_Lower_A/Madripoor_Lower_A_NEW_B.cell, cellid=3, cellpos=(0.00, 55296.00, 8.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH03Madripoor/CH0301MadripoorRegion.prototype, ID=0x40065ad83280003 (288342172055896067), DIFF=Tier1Normal, SEED=1488502313, GAMEID=clientGameId=0x1
[3908.66] Log: [[Game]] Adding cell Resource/Cells/Madripoor/Madripoor_Trans/Madripoor_Lower_PrincessBar.cell, cellid=9, cellpos=(0.00, 52992.00, 8.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH03Madripoor/CH0301MadripoorRegion.prototype, ID=0x40065ad83280003 (288342172055896067), DIFF=Tier1Normal, SEED=1488502313, GAMEID=clientGameId=0x1
[3908.66] Log: [[Game]] Adding cell Resource/Cells/Madripoor/Madripoor_Lower_B/Madripoor_Lower_B_W_A.cell, cellid=10, cellpos=(-4608.00, 52992.00, 8.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH03Madripoor/CH0301MadripoorRegion.prototype, ID=0x40065ad83280003 (288342172055896067), DIFF=Tier1Normal, SEED=1488502313, GAMEID=clientGameId=0x1
[3908.66] Log: [[Game]] Adding cell Resource/Cells/Madripoor/Madripoor_Lower_A/Madripoor_Lower_A_NW_A.cell, cellid=14, cellpos=(-4608.00, 57600.00, 8.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH03Madripoor/CH0301MadripoorRegion.prototype, ID=0x40065ad83280003 (288342172055896067), DIFF=Tier1Normal, SEED=1488502313, GAMEID=clientGameId=0x1
